,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
1611,1611,1611,1611,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,24,auroc,0.4949356955727857
1612,1612,1612,1612,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,24,auprc,0.2496019280814413
1613,1613,1613,1613,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,24,brier,0.5129840546697039
1614,1614,1614,1614,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,24,auroc,0.5102350110702409
1615,1615,1615,1615,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,24,auprc,0.2525119423539745
1616,1616,1616,1616,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,24,brier,0.3240881559515108
1617,1617,1617,1617,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,24,auroc,0.4683952340628224
1618,1618,1618,1618,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,24,auprc,0.2405621243172001
1619,1619,1619,1619,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,24,brier,0.5608200455580865
1620,1620,1620,1620,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,32,auroc,0.4859780623991108
1621,1621,1621,1621,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,32,auprc,0.2464286070637207
1622,1622,1622,1622,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,32,brier,0.5047835990888383
1623,1623,1623,1623,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,32,auroc,0.5227684202633923
1624,1624,1624,1624,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,32,auprc,0.2587161673011523
1625,1625,1625,1625,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,32,brier,0.2929760851496138
1626,1626,1626,1626,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,32,auroc,0.5257344509425141
1627,1627,1627,1627,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,32,auprc,0.2680316470899246
1628,1628,1628,1628,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,32,brier,0.2879583903682781
1629,1629,1629,1629,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,32,auroc,0.5161554949853132
1630,1630,1630,1630,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,32,auprc,0.2550151150047878
1631,1631,1631,1631,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,32,brier,0.3032514378715824
1632,1632,1632,1632,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,32,auroc,0.477793912690642
1633,1633,1633,1633,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,32,auprc,0.240040379244583
1634,1634,1634,1634,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,32,brier,0.3668501001381866
1635,1635,1635,1635,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,48,auroc,0.4908973731332751
1636,1636,1636,1636,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,48,auprc,0.2481534265163581
1637,1637,1637,1637,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,48,brier,0.4911161731207289
1638,1638,1638,1638,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,48,auroc,0.5290450483826863
1639,1639,1639,1639,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,48,auprc,0.269414478864515
1640,1640,1640,1640,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,48,brier,0.2617345213253426
1641,1641,1641,1641,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,48,auroc,0.5220048603209048
1642,1642,1642,1642,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,48,auprc,0.2623276220276748
1643,1643,1643,1643,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,48,brier,0.2834196323875873
1644,1644,1644,1644,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,48,auroc,0.5204226097541612
1645,1645,1645,1645,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,48,auprc,0.2599430660369263
1646,1646,1646,1646,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,48,brier,0.2988428246013667
1647,1647,1647,1647,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,48,auroc,0.5028039464747236
1648,1648,1648,1648,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,48,auprc,0.2533979737409031
1649,1649,1649,1649,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,48,brier,0.337382941027588
1650,1650,1650,1650,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,64,auroc,0.5141112493053535
1651,1651,1651,1651,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,64,auprc,0.2585605249436699
1652,1652,1652,1652,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,64,brier,0.2757722095671982
1653,1653,1653,1653,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,64,auroc,0.5344853440595588
1654,1654,1654,1654,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,64,auprc,0.2746693695026171
1655,1655,1655,1655,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,64,brier,0.2723724990840669
1656,1656,1656,1656,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,64,auroc,0.5199098944137183
1657,1657,1657,1657,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,64,auprc,0.2617611623345574
1658,1658,1658,1658,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,64,brier,0.2870159453302962
1659,1659,1659,1659,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,64,auroc,0.5032334144856969
1660,1660,1660,1660,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,64,auprc,0.250672741954715
1661,1661,1661,1661,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,64,brier,0.3457858769931662
1662,1662,1662,1662,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,64,auroc,0.4981465064789577
1663,1663,1663,1663,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,64,auprc,0.2501619423283505
1664,1664,1664,1664,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,64,brier,0.344317894203999
1665,1665,1665,1665,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,128,auroc,0.5290825372462886
1666,1666,1666,1666,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,128,auprc,0.2645822018629762
1667,1667,1667,1667,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,0,128,brier,0.3250778160475608
1668,1668,1668,1668,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,128,auroc,0.5159018938491801
1669,1669,1669,1669,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,128,auprc,0.2590887117878507
1670,1670,1670,1670,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,1,128,brier,0.2826467573605706
1671,1671,1671,1671,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,128,auroc,0.5145219728845254
1672,1672,1672,1672,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,128,auprc,0.2583807789129697
1673,1673,1673,1673,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,2,128,brier,0.2695034168564921
1674,1674,1674,1674,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,128,auroc,0.5031700142016637
1675,1675,1675,1675,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,128,auprc,0.2562163869108049
1676,1676,1676,1676,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,3,128,brier,0.3464439382434827
1677,1677,1677,1677,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,128,auroc,0.4898107473956266
1678,1678,1678,1678,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,128,auprc,0.2444799657268069
1679,1679,1679,1679,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,knn,4,128,brier,0.3123323200944707
1680,1680,1680,1680,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,-1,auroc,0.6307109873243536
1681,1681,1681,1681,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,-1,auprc,0.3316439122417622
1682,1682,1682,1682,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,-1,brier,0.1824235072332241
1683,1683,1683,1683,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,1,auroc,0.5012128749988973
1684,1684,1684,1684,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,1,auprc,0.2519188341924427
1685,1685,1685,1685,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,1,brier,0.3321002277904327
1686,1686,1686,1686,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,1,auroc,0.4391577796007657
1687,1687,1687,1687,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,1,auprc,0.2193851070142049
1688,1688,1688,1688,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,1,brier,0.2345125740318906
1689,1689,1689,1689,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,1,auroc,0.4921857771661947
1690,1690,1690,1690,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,1,auprc,0.2473126764955
1691,1691,1691,1691,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,1,brier,0.426751708428246
1692,1692,1692,1692,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,1,auroc,0.4846472077412297
1693,1693,1693,1693,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,1,auprc,0.2462827686707948
1694,1694,1694,1694,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,1,brier,0.3845421412300683
1695,1695,1695,1695,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,1,auroc,0.5221388278776011
1696,1696,1696,1696,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,1,auprc,0.2512981186917998
1697,1697,1697,1697,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,1,brier,0.2214510402429764
1698,1698,1698,1698,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,2,auroc,0.5143477599301384
1699,1699,1699,1699,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,2,auprc,0.2736905329124839
1700,1700,1700,1700,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,2,brier,0.3287357630979498
1701,1701,1701,1701,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,2,auroc,0.449017350728166
1702,1702,1702,1702,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,2,auprc,0.2283518520997522
1703,1703,1703,1703,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,2,brier,0.3261594533029612
1704,1704,1704,1704,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,2,auroc,0.5177261681088854
1705,1705,1705,1705,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,2,auprc,0.2673316822132243
1706,1706,1706,1706,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,2,brier,0.2759423234624146
1707,1707,1707,1707,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,2,auroc,0.4909635299513968
1708,1708,1708,1708,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,2,auprc,0.2478943913102801
1709,1709,1709,1709,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,2,brier,0.4229339407744875
1710,1710,1710,1710,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,2,auroc,0.521821275150617
1711,1711,1711,1711,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,2,auprc,0.2623932167205263
1712,1712,1712,1712,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,2,brier,0.2325496127562642
1713,1713,1713,1713,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,4,auroc,0.4562190716875282
1714,1714,1714,1714,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,4,auprc,0.2392580589664344
1715,1715,1715,1715,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,4,brier,0.257503416856492
1716,1716,1716,1716,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,4,auroc,0.4808872952446479
1717,1717,1717,1717,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,4,auprc,0.2431938756407991
1718,1718,1718,1718,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,4,brier,0.3254259681093394
1719,1719,1719,1719,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,4,auroc,0.4986189764217099
1720,1720,1720,1720,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,4,auprc,0.2614828401618979
1721,1721,1721,1721,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,4,brier,0.2933439635535307
1722,1722,1722,1722,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,4,auroc,0.4609134492400786
1723,1723,1723,1723,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,4,auprc,0.2377367335174923
1724,1724,1724,1724,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,4,brier,0.2810387243735762
1725,1725,1725,1725,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,4,auroc,0.4646038970776328
1726,1726,1726,1726,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,4,auprc,0.235745738989594
1727,1727,1727,1727,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,4,brier,0.36650569476082
1728,1728,1728,1728,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,8,auroc,0.5403264397928851
1729,1729,1729,1729,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,8,auprc,0.2719910418555488
1730,1730,1730,1730,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,8,brier,0.2976355353075171
1731,1731,1731,1731,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,8,auroc,0.4429165894837121
1732,1732,1732,1732,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,8,auprc,0.2257846528012086
1733,1733,1733,1733,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,8,brier,0.334879271070615
1734,1734,1734,1734,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,8,auroc,0.4871942452389143
1735,1735,1735,1735,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,8,auprc,0.2469908675639277
1736,1736,1736,1736,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,8,brier,0.2864692482915717
1737,1737,1737,1737,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,8,auroc,0.4534592297582189
1738,1738,1738,1738,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,8,auprc,0.230563449702862
1739,1739,1739,1739,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,8,brier,0.3035717539863325
1740,1740,1740,1740,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,8,auroc,0.4958199917083455
1741,1741,1741,1741,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,8,auprc,0.2519709603150513
1742,1742,1742,1742,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,8,brier,0.3019559908883827
1743,1743,1743,1743,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,12,auroc,0.5173391507228735
1744,1744,1744,1744,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,12,auprc,0.2636183966186226
1745,1745,1745,1745,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,12,brier,0.2556492027334852
1746,1746,1746,1746,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,12,auroc,0.4753813940564714
1747,1747,1747,1747,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,12,auprc,0.2380055827762217
1748,1748,1748,1748,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,12,brier,0.2963120728929385
1749,1749,1749,1749,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,12,auroc,0.4839922552418252
1750,1750,1750,1750,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,12,auprc,0.2603335037481111
1751,1751,1751,1751,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,12,brier,0.2695235535307517
1752,1752,1752,1752,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,12,auroc,0.4732042834334506
1753,1753,1753,1753,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,12,auprc,0.246129000336831
1754,1754,1754,1754,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,12,brier,0.2763416856492027
1755,1755,1755,1755,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,12,auroc,0.5096136882867149
1756,1756,1756,1756,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,12,auprc,0.2602229638718568
1757,1757,1757,1757,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,12,brier,0.3178748063781321
1758,1758,1758,1758,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,16,auroc,0.4799996912681821
1759,1759,1759,1759,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,16,auprc,0.2378491135194784
1760,1760,1760,1760,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,16,brier,0.3064920273348519
1761,1761,1761,1761,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,16,auroc,0.4897275000661568
1762,1762,1762,1762,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,16,auprc,0.2532216553668995
1763,1763,1763,1763,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,16,brier,0.2614024601366743
1764,1764,1764,1764,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,16,auroc,0.5024841885204689
1765,1765,1765,1765,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,16,auprc,0.2531307097839819
1766,1766,1766,1766,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,16,brier,0.2833348519362186
1767,1767,1767,1767,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,16,auroc,0.4668036112801785
1768,1768,1768,1768,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,16,auprc,0.2365481075806822
1769,1769,1769,1769,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,16,brier,0.2561958997722096
1770,1770,1770,1770,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,16,auroc,0.5221520592412254
1771,1771,1771,1771,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,16,auprc,0.269150483117245
1772,1772,1772,1772,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,16,brier,0.3191435079726651
1773,1773,1773,1773,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,24,auroc,0.520069222084028
1774,1774,1774,1774,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,24,auprc,0.2630661923383643
1775,1775,1775,1775,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,24,brier,0.2701594533029612
1776,1776,1776,1776,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,24,auroc,0.5214943502077324
1777,1777,1777,1777,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,24,auprc,0.2692985717388889
1778,1778,1778,1778,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,24,brier,0.2516652391799544
1779,1779,1779,1779,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,24,auroc,0.5284011220196354
1780,1780,1780,1780,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,24,auprc,0.2853486915431484
1781,1781,1781,1781,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,24,brier,0.2832012658063227
1782,1782,1782,1782,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,24,auroc,0.4650300572476999
1783,1783,1783,1783,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,24,auprc,0.2380714686457875
1784,1784,1784,1784,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,24,brier,0.3041822323462415
1785,1785,1785,1785,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,24,auroc,0.4540232166327062
1786,1786,1786,1786,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,24,auprc,0.2289791680338938
1787,1787,1787,1787,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,24,brier,0.3038451025056948
1788,1788,1788,1788,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,32,auroc,0.5090734076053879
1789,1789,1789,1789,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,32,auprc,0.2589582748151861
1790,1790,1790,1790,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,32,brier,0.2619350599374094
1791,1791,1791,1791,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,32,auroc,0.5350377534908748
1792,1792,1792,1792,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,32,auprc,0.2728023062780443
1793,1793,1793,1793,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,32,brier,0.2428229425252507
1794,1794,1794,1794,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,32,auroc,0.5224800867977454
1795,1795,1795,1795,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,32,auprc,0.263907248004012
1796,1796,1796,1796,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,32,brier,0.313498861047836
1797,1797,1797,1797,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,32,auroc,0.4971122548889889
1798,1798,1798,1798,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,32,auprc,0.2458930403207347
1799,1799,1799,1799,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,32,brier,0.2784783599088838
1800,1800,1800,1800,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,32,auroc,0.4777856430883767
1801,1801,1801,1801,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,32,auprc,0.2370377808138503
1802,1802,1802,1802,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,32,brier,0.2848394077448747
1803,1803,1803,1803,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,48,auroc,0.5276998597475455
1804,1804,1804,1804,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,48,auprc,0.2684634802084593
1805,1805,1805,1805,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,48,brier,0.2668075170842824
1806,1806,1806,1806,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,48,auroc,0.5536421533603253
1807,1807,1807,1807,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,48,auprc,0.2809767632235654
1808,1808,1808,1808,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,48,brier,0.2494972614527967
1809,1809,1809,1809,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,48,auroc,0.5612149038079864
1810,1810,1810,1810,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,48,auprc,0.2980820175580144
1811,1811,1811,1811,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,48,brier,0.2664770842824601
1812,1812,1812,1812,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,48,auroc,0.5154834519745606
1813,1813,1813,1813,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,48,auprc,0.2603684644240553
1814,1814,1814,1814,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,48,brier,0.2876616228702258
1815,1815,1815,1815,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,48,auroc,0.5124242504432506
1816,1816,1816,1816,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,48,auprc,0.2531900459914327
1817,1817,1817,1817,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,48,brier,0.269769111617312
1818,1818,1818,1818,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,64,auroc,0.5510879488740109
1819,1819,1819,1819,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,64,auprc,0.2822015962855918
1820,1820,1820,1820,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,64,brier,0.2578997722095672
1821,1821,1821,1821,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,64,auroc,0.5518382774528744
1822,1822,1822,1822,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,64,auprc,0.2862269156517976
1823,1823,1823,1823,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,64,brier,0.2517525385530637
1824,1824,1824,1824,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,64,auroc,0.5787211004966172
1825,1825,1825,1825,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,64,auprc,0.3057111241260943
1826,1826,1826,1826,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,64,brier,0.2461793903319755
1827,1827,1827,1827,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,64,auroc,0.5179273950973388
1828,1828,1828,1828,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,64,auprc,0.2546411480912697
1829,1829,1829,1829,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,3,64,brier,0.2702107061503416
1830,1830,1830,1830,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,64,auroc,0.5356248952517046
1831,1831,1831,1831,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,64,auprc,0.2707078242972506
1832,1832,1832,1832,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,4,64,brier,0.2629226423690204
1833,1833,1833,1833,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,128,auroc,0.5877140173066236
1834,1834,1834,1834,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,128,auprc,0.307701909773111
1835,1835,1835,1835,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,0,128,brier,0.2480719725566465
1836,1836,1836,1836,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,128,auroc,0.5433409854719626
1837,1837,1837,1837,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,128,auprc,0.2747856143229106
1838,1838,1838,1838,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,1,128,brier,0.2550398633257403
1839,1839,1839,1839,,,,guo_los,guo_los,clinicalbert_type1_mean_pool,rf,2,128,auroc,0.5941466652553212
